score_date,CustomerID,purchases_90d,spend_90d,units_90d,active_days_90d,avg_order_value,recency_days,Country,return_units,return_rate_units,snapshot_date,propensity_score,priority_band,recommended_action,score_reason
2011-12-10,14527,15,3227.4,746,15,215.16,2.4868055555555557,United Kingdom,0.0,0.0,2011-12-10,0.9997492219527673,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,17811,15,2973.5699999999997,1859,14,198.23799999999997,4.426388888888889,United Kingdom,41.0,0.02157894736842105,2011-12-10,0.9996010732605778,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,12569,17,1507.01,919,13,88.64764705882352,2.316666666666667,Germany,0.0,0.0,2011-12-10,0.9995227744677999,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,14096,14,53029.62,16240,14,3787.8300000000004,4.279861111111111,United Kingdom,0.0,0.0,2011-12-10,0.9995137935063102,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,13199,16,5076.96,2524,13,317.31,3.4791666666666665,United Kingdom,0.0,0.0,2011-12-10,0.9993802526302642,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,14156,13,18178.489999999998,9024,12,1398.3453846153845,9.545833333333333,EIRE,84.0,0.00922266139657444,2011-12-10,0.9992272633009813,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,16422,12,5566.7,6098,11,463.89166666666665,17.416666666666668,United Kingdom,0.0,0.0,2011-12-10,0.9979822521750704,High,Prioritise for outreach,frequent 90-day buyer
2011-12-10,18102,33,124206.55,32651,10,3763.8348484848484,0.5069444444444444,United Kingdom,0.0,0.0,2011-12-10,0.9973137663028305,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,17450,23,108089.25,37813,10,4699.532608695652,8.438194444444445,United Kingdom,952.0,0.024558235521733522,2011-12-10,0.9968573469355303,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,17377,11,2055.54,982,11,186.86727272727273,23.52986111111111,United Kingdom,0.0,0.0,2011-12-10,0.9964180561528357,High,Prioritise for outreach,frequent 90-day buyer
2011-12-10,13263,11,2568.39,1973,11,233.48999999999998,1.417361111111111,United Kingdom,0.0,0.0,2011-12-10,0.9964008052922898,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,16839,12,5725.07,3251,11,477.08916666666664,8.622916666666667,United Kingdom,486.0,0.13005084292213004,2011-12-10,0.9959856877029445,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,13078,11,5710.79,3130,10,519.1627272727272,3.35,United Kingdom,38.0,0.011994949494949494,2011-12-10,0.9936907270808518,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,14562,11,2734.89,835,10,248.62636363636364,3.5381944444444446,United Kingdom,28.0,0.03244495944380069,2011-12-10,0.9925230327728527,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,17757,10,2284.84,1517,10,228.484,1.3534722222222222,United Kingdom,0.0,0.0,2011-12-10,0.9924029923568486,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,16626,10,2247.76,1582,10,224.776,0.5027777777777778,United Kingdom,19.0,0.011867582760774516,2011-12-10,0.9923393728781391,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,17243,10,4222.69,1837,10,422.26899999999995,1.4402777777777778,United Kingdom,0.0,0.0,2011-12-10,0.9922574683193541,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,13599,13,2827.93,1761,9,217.53307692307692,1.3263888888888888,United Kingdom,26.0,0.014549524342473419,2011-12-10,0.9904724777744511,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,17511,10,31686.63,24272,8,3168.663,2.575,United Kingdom,1427.0,0.05552745243005564,2011-12-10,0.9904319647139557,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,12682,11,3547.2,2003,9,322.47272727272724,3.5833333333333335,France,0.0,0.0,2011-12-10,0.9896698818573482,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,16684,10,31879.06,25590,6,3187.906,4.4125,United Kingdom,0.0,0.0,2011-12-10,0.9889144735766644,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,16133,10,3969.77,2664,9,396.977,3.525,United Kingdom,69.0,0.025246981339187707,2011-12-10,0.9870921080243286,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,13704,9,2308.06,1531,9,256.4511111111111,5.365972222222222,United Kingdom,3.0,0.001955671447196871,2011-12-10,0.9850057200001844,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,12921,13,6503.62,3475,8,500.27846153846156,9.318055555555556,United Kingdom,14.0,0.004012611063341932,2011-12-10,0.9849166187557258,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,14397,9,1576.84,1126,9,175.20444444444445,2.609722222222222,United Kingdom,38.0,0.03264604810996564,2011-12-10,0.9839989740272576,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,13694,11,19127.98,14482,7,1738.9072727272726,3.602777777777778,United Kingdom,192.0,0.013084366907455363,2011-12-10,0.9839904146928606,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,16764,9,2016.7,896,9,224.07777777777778,3.5131944444444443,United Kingdom,12.0,0.013215859030837005,2011-12-10,0.9837426712133825,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,17949,12,10301.28,9768,7,858.44,1.2180555555555554,United Kingdom,24.0,0.0024509803921568627,2011-12-10,0.9827682590016723,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,13098,10,13712.98,7267,8,1371.298,1.4069444444444446,United Kingdom,21.0,0.002881448957189901,2011-12-10,0.9824578596673755,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,12471,10,7723.650000000001,3830,8,772.365,2.345138888888889,Germany,87.0,0.02221087567015573,2011-12-10,0.9812523698915784,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,12901,9,6015.07,10655,7,668.3411111111111,8.578472222222222,United Kingdom,360.0,0.032682705401724924,2011-12-10,0.9776401523690594,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,13881,9,7760.84,4190,8,862.3155555555555,3.4652777777777777,United Kingdom,40.0,0.009456264775413711,2011-12-10,0.9765994832381637,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,15061,11,17959.14,9727,7,1632.6490909090908,3.495833333333333,United Kingdom,36.0,0.0036873911707466967,2011-12-10,0.9757191867456763,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,15187,10,2893.3,1086,8,289.33000000000004,1.5027777777777778,United Kingdom,6.0,0.005494505494505495,2011-12-10,0.9741601905124169,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,15159,12,9671.04,5775,7,805.9200000000001,1.4965277777777777,United Kingdom,41.0,0.007049518569463549,2011-12-10,0.9730880871510343,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,14547,8,4007.54,2668,8,500.9425,3.5375,United Kingdom,10.0,0.0037341299477221808,2011-12-10,0.972356907271016,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,13755,9,2161.35,1264,8,240.14999999999998,3.4819444444444443,United Kingdom,23.0,0.017871017871017872,2011-12-10,0.9720550554177284,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,15039,9,1358.99,671,8,150.9988888888889,9.520138888888889,United Kingdom,0.0,0.0,2011-12-10,0.9719777775187037,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,16168,9,1155.48,500,8,128.38666666666666,10.46875,United Kingdom,4.0,0.007936507936507936,2011-12-10,0.971606729600745,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,17389,9,22329.6,5670,8,2481.0666666666666,0.5986111111111111,United Kingdom,0.0,0.0,2011-12-10,0.9713472775900718,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,15005,8,1794.07,1213,8,224.25875,15.48263888888889,United Kingdom,6.0,0.004922067268252666,2011-12-10,0.9707410711076611,High,Prioritise for outreach,frequent 90-day buyer
2011-12-10,13985,8,4287.09,2065,8,535.88625,4.2875,United Kingdom,0.0,0.0,2011-12-10,0.9704940532618985,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,15189,8,3589.62,1522,8,448.7025,1.4430555555555555,United Kingdom,0.0,0.0,2011-12-10,0.9687179569931196,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,17920,8,1797.28,946,8,224.66,4.396527777777778,United Kingdom,0.0,0.0,2011-12-10,0.9683974973024414,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,17315,8,1923.2199999999998,889,8,240.40249999999997,1.4895833333333333,United Kingdom,6.0,0.0067039106145251395,2011-12-10,0.9675300739530712,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,14702,8,1604.44,805,8,200.555,1.1881944444444446,United Kingdom,10.0,0.012269938650306749,2011-12-10,0.9673155683656678,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,15804,8,1651.55,1073,8,206.44375,0.47847222222222224,United Kingdom,48.0,0.042818911685994644,2011-12-10,0.9673081782336619,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,13468,8,965.95,525,8,120.74375,1.55625,United Kingdom,3.0,0.005681818181818182,2011-12-10,0.9669784583724429,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,13777,9,13220.170000000002,6857,7,1468.907777777778,0.4826388888888889,United Kingdom,12.0,0.0017469791818314165,2011-12-10,0.964921667309825,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,17857,8,11047.02,7110,7,1380.8775,4.449305555555555,United Kingdom,120.0,0.016597510373443983,2011-12-10,0.9631220647544505,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,17677,10,4678.88,2727,7,467.88800000000003,1.586111111111111,United Kingdom,10.0,0.003653635367190354,2011-12-10,0.960150168729218,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,14866,8,13226.0,6200,7,1653.25,10.510416666666666,United Kingdom,183.0,0.028669904433651888,2011-12-10,0.956610346971353,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,12720,8,1839.89,1574,7,229.98625,2.6645833333333333,Germany,10.0,0.006313131313131313,2011-12-10,0.9565001380690139,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,13767,9,7508.290000000001,3383,7,834.2544444444445,2.375,United Kingdom,16.0,0.004707266843189173,2011-12-10,0.9555653702074479,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,14194,9,5683.07,2597,7,631.4522222222222,4.5569444444444445,United Kingdom,9.0,0.0034535686876438986,2011-12-10,0.9543604547625165,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,16013,12,13721.26,6658,6,1143.4383333333333,3.558333333333333,United Kingdom,2.0,0.0003003003003003003,2011-12-10,0.9528487018012685,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,14298,7,10344.79,10649,6,1477.827142857143,8.45,United Kingdom,322.0,0.029350104821802937,2011-12-10,0.9487615562986625,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,17675,8,6300.09,2805,7,787.51125,1.2479166666666666,United Kingdom,28.0,0.009883515707730321,2011-12-10,0.9485173078500436,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,17528,8,3628.5,2138,7,453.5625,1.4395833333333334,United Kingdom,8.0,0.003727865796831314,2011-12-10,0.94850109561273,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,16353,9,3207.9,746,7,356.43333333333334,3.484027777777778,United Kingdom,0.0,0.0,2011-12-10,0.9474157621956402,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,16523,8,4172.52,1940,7,521.565,1.6208333333333333,United Kingdom,28.0,0.014227642276422764,2011-12-10,0.9460649925929274,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,17961,8,116.82,91,7,14.6025,21.29513888888889,United Kingdom,0.0,0.0,2011-12-10,0.9456887481975524,High,Prioritise for outreach,frequent 90-day buyer
2011-12-10,13969,7,5142.59,2559,7,734.6557142857143,7.367361111111111,United Kingdom,59.0,0.022536287242169595,2011-12-10,0.9435208557162983,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,13536,7,3448.29,2136,7,492.61285714285714,1.3069444444444445,United Kingdom,0.0,0.0,2011-12-10,0.943218241665576,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,16210,7,9837.34,3178,7,1405.3342857142857,1.475,United Kingdom,0.0,0.0,2011-12-10,0.9429410177502672,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,15152,7,2362.48,1531,7,337.4971428571429,9.477777777777778,United Kingdom,0.0,0.0,2011-12-10,0.9426601828473344,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,12841,8,1170.91,937,7,146.36375,4.532638888888889,United Kingdom,74.0,0.07319485657764589,2011-12-10,0.9425094048176935,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,13890,8,1382.7,560,7,172.8375,1.35,United Kingdom,3.0,0.0053285968028419185,2011-12-10,0.9418508729593903,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,17434,7,2373.82,1693,7,339.1171428571429,2.4472222222222224,United Kingdom,8.0,0.004703115814226925,2011-12-10,0.9415690353554927,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,18109,8,3201.85,829,7,400.23125,1.5166666666666666,United Kingdom,0.0,0.0,2011-12-10,0.9413718163123665,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,18118,7,1412.13,715,7,201.73285714285717,10.519444444444444,United Kingdom,0.0,0.0,2011-12-10,0.9386713093372163,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,16910,7,1398.28,793,7,199.75428571428571,4.464583333333334,United Kingdom,0.0,0.0,2011-12-10,0.9375537175171924,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,16458,7,1331.24,794,7,190.17714285714285,2.6013888888888888,United Kingdom,0.0,0.0,2011-12-10,0.9371215488783199,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,14110,7,2423.53,911,7,346.21857142857147,3.4819444444444443,United Kingdom,0.0,0.0,2011-12-10,0.9368852384731228,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,16161,7,2499.96,1109,7,357.13714285714286,1.4930555555555556,United Kingdom,20.0,0.01771479185119575,2011-12-10,0.9367508226891986,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,14051,7,5767.35,1373,7,823.907142857143,0.5694444444444444,United Kingdom,0.0,0.0,2011-12-10,0.9352910271036323,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,13018,10,2201.9900000000002,1571,6,220.199,16.43888888888889,United Kingdom,0.0,0.0,2011-12-10,0.9315654407491848,High,Prioritise for outreach,frequent 90-day buyer
2011-12-10,13685,7,3119.44,5056,6,445.63428571428574,2.5131944444444443,United Kingdom,0.0,0.0,2011-12-10,0.929465028990579,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,15078,10,3040.52,1718,6,304.052,7.346527777777778,United Kingdom,0.0,0.0,2011-12-10,0.9282765759102843,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,16705,10,4254.64,1550,6,425.46400000000006,0.49444444444444446,United Kingdom,7.0,0.00449582530507386,2011-12-10,0.9218623238396926,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,16549,8,3373.12,1848,6,421.64,10.370833333333334,United Kingdom,0.0,0.0,2011-12-10,0.912752843554688,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,17428,8,6595.76,2735,6,824.47,0.59375,United Kingdom,11.0,0.004005826656955572,2011-12-10,0.9105975551008746,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,12362,6,3101.33,1211,6,516.8883333333333,3.3472222222222223,Belgium,7.0,0.005747126436781609,2011-12-10,0.9091408249643341,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,12664,6,2634.4,688,6,439.06666666666666,8.286805555555556,Finland,0.0,0.0,2011-12-10,0.9084742757115887,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,12437,7,1942.0,1114,6,277.42857142857144,1.5173611111111112,France,0.0,0.0,2011-12-10,0.9057569739335811,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,14667,7,3170.18,1941,6,452.8828571428571,10.520833333333334,United Kingdom,0.0,0.0,2011-12-10,0.9047418187337314,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,14088,6,24983.920000000002,5591,6,4163.986666666667,10.322222222222223,United Kingdom,0.0,0.0,2011-12-10,0.9042475505547425,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,14735,8,2454.98,898,6,306.8725,3.49375,United Kingdom,0.0,0.0,2011-12-10,0.9025629291140337,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,17651,6,2796.9900000000002,2430,6,466.165,11.563194444444445,United Kingdom,5.0,0.002053388090349076,2011-12-10,0.9008266162034844,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,14456,6,2425.75,2332,6,404.2916666666667,5.417361111111111,United Kingdom,6.0,0.0025662959794696323,2011-12-10,0.8975892401269876,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,16931,7,1685.42,1180,6,240.77428571428572,5.447916666666667,United Kingdom,0.0,0.0,2011-12-10,0.8973165622502943,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,14432,6,2255.51,2070,6,375.91833333333335,9.66388888888889,United Kingdom,0.0,0.0,2011-12-10,0.897214672106052,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,15555,6,1983.49,1970,6,330.58166666666665,12.32013888888889,United Kingdom,14.0,0.007056451612903226,2011-12-10,0.8967991606568194,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,12583,6,2797.17,1583,6,466.195,2.6618055555555555,France,50.0,0.03061849357011635,2011-12-10,0.8966762470321651,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,14191,6,2426.5,2274,6,404.4166666666667,1.6090277777777777,United Kingdom,0.0,0.0,2011-12-10,0.8956564991177944,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,15144,7,3019.6,1130,6,431.37142857142857,8.366666666666667,United Kingdom,0.0,0.0,2011-12-10,0.8955778696517716,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,16779,7,4234.99,1711,6,604.9985714285714,2.379166666666667,United Kingdom,24.0,0.0138328530259366,2011-12-10,0.8954801464475115,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,17017,6,3262.98,2362,6,543.83,2.602777777777778,United Kingdom,13.0,0.0054736842105263155,2011-12-10,0.8950988335734009,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,16746,6,2276.58,2085,6,379.43,4.477083333333334,United Kingdom,0.0,0.0,2011-12-10,0.8950647601664766,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,17086,6,2050.08,1859,6,341.68,7.420833333333333,United Kingdom,0.0,0.0,2011-12-10,0.8942020322581421,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,12963,7,1490.83,709,6,212.97571428571428,8.461805555555555,United Kingdom,0.0,0.0,2011-12-10,0.8938633871356193,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,16360,6,3512.53,2144,6,585.4216666666667,4.488888888888889,United Kingdom,16.0,0.007407407407407408,2011-12-10,0.8929830096925707,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,14132,6,2033.57,1948,6,338.92833333333334,2.4340277777777777,United Kingdom,2.0,0.0010256410256410256,2011-12-10,0.8928427403301598,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,17652,6,2154.15,1040,6,359.02500000000003,25.461805555555557,United Kingdom,13.0,0.012345679012345678,2011-12-10,0.8921512235816292,High,Prioritise for outreach,frequent 90-day buyer
2011-12-10,14367,6,3813.07,1865,6,635.5116666666667,8.44513888888889,United Kingdom,3.0,0.0016059957173447537,2011-12-10,0.8920488346525404,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,16558,6,3653.32,2125,6,608.8866666666667,0.5694444444444444,United Kingdom,0.0,0.0,2011-12-10,0.8918109828139958,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,14560,7,672.57,635,6,96.08142857142857,7.3597222222222225,United Kingdom,36.0,0.05365126676602087,2011-12-10,0.8913113989671072,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,17346,7,1410.35,697,6,201.47857142857143,3.4875,United Kingdom,18.0,0.025174825174825177,2011-12-10,0.8902371757504292,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,12989,7,2454.97,897,6,350.71,3.3555555555555556,United Kingdom,25.0,0.027114967462039046,2011-12-10,0.8899820180317469,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,15856,10,4945.63,3449,5,494.563,4.285416666666666,United Kingdom,48.0,0.01372605090077209,2011-12-10,0.8885837869714359,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,12540,6,3705.38,2236,6,617.5633333333334,19.520138888888887,Spain,2.0,0.0008936550491510277,2011-12-10,0.8874660314148051,High,Prioritise for outreach,frequent 90-day buyer
2011-12-10,14217,7,793.48,309,6,113.35428571428572,1.5048611111111112,United Kingdom,4.0,0.012779552715654952,2011-12-10,0.8870432570614905,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,13924,6,1838.85,1575,6,306.47499999999997,1.5979166666666667,United Kingdom,43.0,0.02657601977750309,2011-12-10,0.885666098329741,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,12856,6,2179.93,1079,6,363.32166666666666,7.5472222222222225,United Kingdom,3.0,0.0027726432532347504,2011-12-10,0.8848989331607053,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,14434,6,1372.8,368,6,228.79999999999998,21.627777777777776,United Kingdom,0.0,0.0,2011-12-10,0.8846541968545999,High,Prioritise for outreach,frequent 90-day buyer
2011-12-10,18229,6,2064.84,784,6,344.14000000000004,11.591666666666667,United Kingdom,0.0,0.0,2011-12-10,0.8837252264929504,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,14056,6,2832.14,1396,6,472.0233333333333,1.4333333333333333,United Kingdom,18.0,0.01272984441301273,2011-12-10,0.8836809612189502,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,17769,6,2169.25,787,6,361.5416666666667,12.529166666666667,United Kingdom,5.0,0.006313131313131313,2011-12-10,0.883659124093062,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,14282,6,1233.9,868,6,205.65,3.2888888888888888,United Kingdom,0.0,0.0,2011-12-10,0.8819493003060405,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,15351,6,1685.44,624,6,280.9066666666667,12.463888888888889,United Kingdom,14.0,0.0219435736677116,2011-12-10,0.8816074806816941,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,16790,6,1545.6200000000001,898,6,257.60333333333335,3.504861111111111,United Kingdom,6.0,0.00663716814159292,2011-12-10,0.8814682630017748,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
2011-12-10,17238,6,1784.73,913,6,297.455,2.517361111111111,United Kingdom,0.0,0.0,2011-12-10,0.8812670727192349,High,Prioritise for outreach,purchased in the last 14 days; frequent 90-day buyer
